trial_within_subject,block,stimulus_id,feature1,feature2,feature3,feature4,feature5,danger_feedback,agent_id,w4_true,c_true,log_c_true,bias_true,prob_dan1,sim_response,correct,performance
29,1,26,1,0,0,1,1,1,24,0.2,5,1.6094379124341003,0.5,0.6836444230000115,1,1,0.5862068965517241
30,1,2,1,0,0,0,0,0,24,0.2,5,1.6094379124341003,0.5,0.3357598339365479,0,1,0.6
31,1,31,0,1,1,1,1,1,24,0.2,5,1.6094379124341003,0.5,0.6688668584033302,0,0,0.5806451612903226
32,1,3,0,1,0,0,0,0,24,0.2,5,1.6094379124341003,0.5,0.3255942903766427,0,1,0.59375
33,2,24,1,1,1,0,1,0,24,0.2,5,1.6094379124341003,0.5,0.2689414213699951,0,1,0.6060606060606061
34,2,10,1,0,0,1,0,1,24,0.2,5,1.6094379124341003,0.5,0.7401029965236906,1,1,0.6176470588235294
35,2,4,1,1,0,0,0,0,24,0.2,5,1.6094379124341003,0.5,0.2813022136318034,1,0,0.6
36,2,3,0,1,0,0,0,0,24,0.2,5,1.6094379124341003,0.5,0.265491888048232,0,1,0.6111111111111112
37,2,31,0,1,1,1,1,1,24,0.2,5,1.6094379124341003,0.5,0.7250771293550575,0,0,0.5945945945945946
38,2,20,1,1,0,0,1,0,24,0.2,5,1.6094379124341003,0.5,0.25093024762367594,0,1,0.6052631578947368
39,2,8,1,1,1,0,0,0,24,0.2,5,1.6094379124341003,0.5,0.25486170437112926,0,1,0.6153846153846154
40,2,28,1,1,0,1,1,1,24,0.2,5,1.6094379124341003,0.5,0.6847245978631379,1,1,0.625
41,2,6,1,0,1,0,0,0,24,0.2,5,1.6094379124341003,0.5,0.27569910515489615,0,1,0.6341463414634146
42,2,30,1,0,1,1,1,1,24,0.2,5,1.6094379124341003,0.5,0.7288214919266158,1,1,0.6428571428571429
43,2,18,1,0,0,0,1,0,24,0.2,5,1.6094379124341003,0.5,0.30097606971595414,0,1,0.6511627906976745
44,2,12,1,1,0,1,0,1,24,0.2,5,1.6094379124341003,0.5,0.6928034688816271,0,0,0.6363636363636364
45,2,2,1,0,0,0,0,0,24,0.2,5,1.6094379124341003,0.5,0.29111869236795784,0,1,0.6444444444444445
46,2,21,0,0,1,0,1,0,24,0.2,5,1.6094379124341003,0.5,0.307429965282063,1,0,0.6304347826086957
47,2,19,0,1,0,0,1,0,24,0.2,5,1.6094379124341003,0.5,0.28571205951881545,0,1,0.6382978723404256
48,2,5,0,0,1,0,0,0,24,0.2,5,1.6094379124341003,0.5,0.2714141405078913,1,0,0.625
49,2,9,0,0,0,1,0,1,24,0.2,5,1.6094379124341003,0.5,0.7288966942051446,1,1,0.6326530612244898
50,2,13,0,0,1,1,0,1,24,0.2,5,1.6094379124341003,0.5,0.7120103666833724,1,1,0.64
51,2,23,0,1,1,0,1,0,24,0.2,5,1.6094379124341003,0.5,0.2899693508955961,0,1,0.6470588235294118
52,2,17,0,0,0,0,1,0,24,0.2,5,1.6094379124341003,0.5,0.27414818334234053,1,0,0.6346153846153846
53,2,32,1,1,1,1,1,1,24,0.2,5,1.6094379124341003,0.5,0.7198278842180863,1,1,0.6415094339622641
54,2,27,0,1,0,1,1,1,24,0.2,5,1.6094379124341003,0.5,0.7020058511533219,1,1,0.6481481481481481
55,2,15,0,1,1,1,0,1,24,0.2,5,1.6094379124341003,0.5,0.7276002625367364,0,0,0.6363636363636364
56,2,14,1,0,1,1,0,1,24,0.2,5,1.6094379124341003,0.5,0.7149393573392018,1,1,0.6428571428571429
57,2,7,0,1,1,0,0,0,24,0.2,5,1.6094379124341003,0.5,0.29170197032225104,0,1,0.6491228070175439
58,2,16,1,1,1,1,0,1,24,0.2,5,1.6094379124341003,0.5,0.7180775197021187,0,0,0.6379310344827587
59,2,11,0,1,0,1,0,1,24,0.2,5,1.6094379124341003,0.5,0.7174198134751929,0,0,0.6271186440677966
60,2,26,1,0,0,1,1,1,24,0.2,5,1.6094379124341003,0.5,0.7040821402927385,1,1,0.6333333333333333
61,2,22,1,0,1,0,1,0,24,0.2,5,1.6094379124341003,0.5,0.28656057178967637,1,0,0.6229508196721312
62,2,1,0,0,0,0,0,0,24,0.2,5,1.6094379124341003,0.5,0.2915872814877744,0,1,0.6290322580645161
63,2,25,0,0,0,1,1,1,24,0.2,5,1.6094379124341003,0.5,0.6999759432266864,0,0,0.6190476190476191
64,2,29,0,0,1,1,1,1,24,0.2,5,1.6094379124341003,0.5,0.7063340334506298,1,1,0.625
65,3,16,1,1,1,1,0,1,24,0.2,5,1.6094379124341003,0.5,0.7310585786300049,0,0,0.6153846153846154
66,3,28,1,1,0,1,1,1,24,0.2,5,1.6094379124341003,0.5,0.7287662521918457,1,1,0.6212121212121212
67,3,29,0,0,1,1,1,1,24,0.2,5,1.6094379124341003,0.5,0.7218177183302296,1,1,0.6268656716417911
68,3,32,1,1,1,1,1,1,24,0.2,5,1.6094379124341003,0.5,0.7364587594782593,1,1,0.6323529411764706
69,3,18,1,0,0,0,1,0,24,0.2,5,1.6094379124341003,0.5,0.2642462455546478,0,1,0.6376811594202898
70,3,6,1,0,1,0,0,0,24,0.2,5,1.6094379124341003,0.5,0.2665131419759837,0,1,0.6428571428571429
71,3,23,0,1,1,0,1,0,24,0.2,5,1.6094379124341003,0.5,0.2815107712620248,1,0,0.6338028169014085
72,3,11,0,1,0,1,0,1,24,0.2,5,1.6094379124341003,0.5,0.7291584603747896,1,1,0.6388888888888888
73,3,10,1,0,0,1,0,1,24,0.2,5,1.6094379124341003,0.5,0.7133820407309059,0,0,0.6301369863013698
74,3,1,0,0,0,0,0,0,24,0.2,5,1.6094379124341003,0.5,0.26995122307876934,0,1,0.6351351351351351
75,3,25,0,0,0,1,1,1,24,0.2,5,1.6094379124341003,0.5,0.7182758341319084,1,1,0.64
76,3,27,0,1,0,1,1,1,24,0.2,5,1.6094379124341003,0.5,0.7352293309547344,0,0,0.631578947368421
77,3,21,0,0,1,0,1,0,24,0.2,5,1.6094379124341003,0.5,0.27346065566034894,0,1,0.6363636363636364
78,3,4,1,1,0,0,0,0,24,0.2,5,1.6094379124341003,0.5,0.2862788044179159,0,1,0.6410256410256411
79,3,15,0,1,1,1,0,1,24,0.2,5,1.6094379124341003,0.5,0.7297864138256414,1,1,0.6455696202531646
80,3,26,1,0,0,1,1,1,24,0.2,5,1.6094379124341003,0.5,0.7167184410279167,0,0,0.6375
81,3,8,1,1,1,0,0,0,24,0.2,5,1.6094379124341003,0.5,0.2786669052519488,1,0,0.6296296296296297
82,3,9,0,0,0,1,0,1,24,0.2,5,1.6094379124341003,0.5,0.7190802062140045,1,1,0.6341463414634146
83,3,17,0,0,0,0,1,0,24,0.2,5,1.6094379124341003,0.5,0.28523625288957516,0,1,0.6385542168674698
84,3,2,1,0,0,0,0,0,24,0.2,5,1.6094379124341003,0.5,0.26904593495200746,0,1,0.6428571428571429
85,3,14,1,0,1,1,0,1,24,0.2,5,1.6094379124341003,0.5,0.7034150582889812,0,0,0.6352941176470588
86,3,7,0,1,1,0,0,0,24,0.2,5,1.6094379124341003,0.5,0.2811847157106975,0,1,0.6395348837209303
87,3,31,0,1,1,1,1,1,24,0.2,5,1.6094379124341003,0.5,0.7208676154420558,1,1,0.6436781609195402
88,3,24,1,1,1,0,1,0,24,0.2,5,1.6094379124341003,0.5,0.28592002124161847,1,0,0.6363636363636364
89,3,30,1,0,1,1,1,1,24,0.2,5,1.6094379124341003,0.5,0.7253516538717549,1,1,0.6404494382022472
90,3,20,1,1,0,0,1,0,24,0.2,5,1.6094379124341003,0.5,0.2822711593764463,1,0,0.6333333333333333
91,3,13,0,0,1,1,0,1,24,0.2,5,1.6094379124341003,0.5,0.7280197777023587,0,0,0.6263736263736264
92,3,22,1,0,1,0,1,0,24,0.2,5,1.6094379124341003,0.5,0.27908282648923083,0,1,0.6304347826086957
93,3,5,0,0,1,0,0,0,24,0.2,5,1.6094379124341003,0.5,0.28322702498048696,0,1,0.6344086021505376
94,3,12,1,1,0,1,0,1,24,0.2,5,1.6094379124341003,0.5,0.7165754527831691,1,1,0.6382978723404256
95,3,3,0,1,0,0,0,0,24,0.2,5,1.6094379124341003,0.5,0.28842929942029166,0,1,0.6421052631578947
96,3,19,0,1,0,0,1,0,24,0.2,5,1.6094379124341003,0.5,0.28475421835865466,0,1,0.6458333333333334
1,1,19,0,1,0,0,1,0,25,0.2,5,1.6094379124341003,0.5,0.5,1,0,0
2,1,7,0,1,1,0,0,0,25,0.2,5,1.6094379124341003,0.5,0.5,0,1,0.5
3,1,15,0,1,1,1,0,1,25,0.2,5,1.6094379124341003,0.5,0.5,1,1,0.6666666666666666
4,1,11,0,1,0,1,0,1,25,0.2,5,1.6094379124341003,0.5,0.7310585786300049,0,0,0.5
5,1,22,1,0,1,0,1,0,25,0.2,5,1.6094379124341003,0.5,0.2010273906993945,0,1,0.6
6,1,27,0,1,0,1,1,1,25,0.2,5,1.6094379124341003,0.5,0.633875883542394,1,1,0.6666666666666666
7,1,9,0,0,0,1,0,1,25,0.2,5,1.6094379124341003,0.5,0.8441518039744366,1,1,0.7142857142857143
8,1,29,0,0,1,1,1,1,25,0.2,5,1.6094379124341003,0.5,0.5927043838997285,0,0,0.625
9,1,16,1,1,1,1,0,1,25,0.2,5,1.6094379124341003,0.5,0.658077956762666,0,0,0.5555555555555556
10,1,17,0,0,0,0,1,0,25,0.2,5,1.6094379124341003,0.5,0.3030194894539604,0,1,0.6
11,1,21,0,0,1,0,1,0,25,0.2,5,1.6094379124341003,0.5,0.26841172927290313,0,1,0.6363636363636364
12,1,30,1,0,1,1,1,1,25,0.2,5,1.6094379124341003,0.5,0.4866995237654699,0,0,0.5833333333333334
13,1,23,0,1,1,0,1,0,25,0.2,5,1.6094379124341003,0.5,0.22968299490492522,1,0,0.5384615384615384
14,1,4,1,1,0,0,0,0,25,0.2,5,1.6094379124341003,0.5,0.4653316248407599,1,0,0.5
15,1,1,0,0,0,0,0,0,25,0.2,5,1.6094379124341003,0.5,0.4058930675667114,0,1,0.5333333333333333
16,1,20,1,1,0,0,1,0,25,0.2,5,1.6094379124341003,0.5,0.23114764636030782,0,1,0.5625
17,1,13,0,0,1,1,0,1,25,0.2,5,1.6094379124341003,0.5,0.7700457654722749,1,1,0.5882352941176471
18,1,12,1,1,0,1,0,1,25,0.2,5,1.6094379124341003,0.5,0.6648821722025281,1,1,0.6111111111111112
19,1,14,1,0,1,1,0,1,25,0.2,5,1.6094379124341003,0.5,0.8121757446168308,0,0,0.5789473684210527
20,1,10,1,0,0,1,0,1,25,0.2,5,1.6094379124341003,0.5,0.7702416780468688,1,1,0.6
21,1,24,1,1,1,0,1,0,25,0.2,5,1.6094379124341003,0.5,0.21730026122424811,1,0,0.5714285714285714
22,1,28,1,1,0,1,1,1,25,0.2,5,1.6094379124341003,0.5,0.5814119214444925,0,0,0.5454545454545454
23,1,18,1,0,0,0,1,0,25,0.2,5,1.6094379124341003,0.5,0.24418832050667158,0,1,0.5652173913043478
24,1,5,0,0,1,0,0,0,25,0.2,5,1.6094379124341003,0.5,0.3793783626328663,0,1,0.5833333333333334
25,1,25,0,0,0,1,1,1,25,0.2,5,1.6094379124341003,0.5,0.6261006598966141,1,1,0.6
26,1,6,1,0,1,0,0,0,25,0.2,5,1.6094379124341003,0.5,0.3863533309258385,0,1,0.6153846153846154
27,1,32,1,1,1,1,1,1,25,0.2,5,1.6094379124341003,0.5,0.6415977754395343,0,0,0.5925925925925926
28,1,8,1,1,1,0,0,0,25,0.2,5,1.6094379124341003,0.5,0.33681191849454306,1,0,0.5714285714285714
29,1,26,1,0,0,1,1,1,25,0.2,5,1.6094379124341003,0.5,0.6836444230000115,1,1,0.5862068965517241
30,1,2,1,0,0,0,0,0,25,0.2,5,1.6094379124341003,0.5,0.3357598339365479,0,1,0.6
31,1,31,0,1,1,1,1,1,25,0.2,5,1.6094379124341003,0.5,0.6688668584033302,0,0,0.5806451612903226
32,1,3,0,1,0,0,0,0,25,0.2,5,1.6094379124341003,0.5,0.3255942903766427,0,1,0.59375
33,2,24,1,1,1,0,1,0,25,0.2,5,1.6094379124341003,0.5,0.2689414213699951,0,1,0.6060606060606061
34,2,10,1,0,0,1,0,1,25,0.2,5,1.6094379124341003,0.5,0.7401029965236906,1,1,0.6176470588235294
35,2,4,1,1,0,0,0,0,25,0.2,5,1.6094379124341003,0.5,0.2813022136318034,1,0,0.6
36,2,3,0,1,0,0,0,0,25,0.2,5,1.6094379124341003,0.5,0.265491888048232,0,1,0.6111111111111112
37,2,31,0,1,1,1,1,1,25,0.2,5,1.6094379124341003,0.5,0.7250771293550575,0,0,0.5945945945945946
38,2,20,1,1,0,0,1,0,25,0.2,5,1.6094379124341003,0.5,0.25093024762367594,0,1,0.6052631578947368
39,2,8,1,1,1,0,0,0,25,0.2,5,1.6094379124341003,0.5,0.25486170437112926,0,1,0.6153846153846154
40,2,28,1,1,0,1,1,1,25,0.2,5,1.6094379124341003,0.5,0.6847245978631379,1,1,0.625
41,2,6,1,0,1,0,0,0,25,0.2,5,1.6094379124341003,0.5,0.27569910515489615,0,1,0.6341463414634146
42,2,30,1,0,1,1,1,1,25,0.2,5,1.6094379124341003,0.5,0.7288214919266158,1,1,0.6428571428571429
43,2,18,1,0,0,0,1,0,25,0.2,5,1.6094379124341003,0.5,0.30097606971595414,0,1,0.6511627906976745
44,2,12,1,1,0,1,0,1,25,0.2,5,1.6094379124341003,0.5,0.6928034688816271,0,0,0.6363636363636364
45,2,2,1,0,0,0,0,0,25,0.2,5,1.6094379124341003,0.5,0.29111869236795784,0,1,0.6444444444444445
46,2,21,0,0,1,0,1,0,25,0.2,5,1.6094379124341003,0.5,0.307429965282063,1,0,0.6304347826086957
47,2,19,0,1,0,0,1,0,25,0.2,5,1.6094379124341003,0.5,0.28571205951881545,0,1,0.6382978723404256
48,2,5,0,0,1,0,0,0,25,0.2,5,1.6094379124341003,0.5,0.2714141405078913,1,0,0.625
49,2,9,0,0,0,1,0,1,25,0.2,5,1.6094379124341003,0.5,0.7288966942051446,1,1,0.6326530612244898
50,2,13,0,0,1,1,0,1,25,0.2,5,1.6094379124341003,0.5,0.7120103666833724,1,1,0.64
51,2,23,0,1,1,0,1,0,25,0.2,5,1.6094379124341003,0.5,0.2899693508955961,0,1,0.6470588235294118
52,2,17,0,0,0,0,1,0,25,0.2,5,1.6094379124341003,0.5,0.27414818334234053,1,0,0.6346153846153846
53,2,32,1,1,1,1,1,1,25,0.2,5,1.6094379124341003,0.5,0.7198278842180863,1,1,0.6415094339622641
54,2,27,0,1,0,1,1,1,25,0.2,5,1.6094379124341003,0.5,0.7020058511533219,1,1,0.6481481481481481
55,2,15,0,1,1,1,0,1,25,0.2,5,1.6094379124341003,0.5,0.7276002625367364,0,0,0.6363636363636364
56,2,14,1,0,1,1,0,1,25,0.2,5,1.6094379124341003,0.5,0.7149393573392018,1,1,0.6428571428571429
57,2,7,0,1,1,0,0,0,25,0.2,5,1.6094379124341003,0.5,0.29170197032225104,0,1,0.6491228070175439
58,2,16,1,1,1,1,0,1,25,0.2,5,1.6094379124341003,0.5,0.7180775197021187,0,0,0.6379310344827587
59,2,11,0,1,0,1,0,1,25,0.2,5,1.6094379124341003,0.5,0.7174198134751929,0,0,0.6271186440677966
60,2,26,1,0,0,1,1,1,25,0.2,5,1.6094379124341003,0.5,0.7040821402927385,1,1,0.6333333333333333
61,2,22,1,0,1,0,1,0,25,0.2,5,1.6094379124341003,0.5,0.28656057178967637,1,0,0.6229508196721312
62,2,1,0,0,0,0,0,0,25,0.2,5,1.6094379124341003,0.5,0.2915872814877744,0,1,0.6290322580645161
63,2,25,0,0,0,1,1,1,25,0.2,5,1.6094379124341003,0.5,0.6999759432266864,0,0,0.6190476190476191
64,2,29,0,0,1,1,1,1,25,0.2,5,1.6094379124341003,0.5,0.7063340334506298,1,1,0.625
65,3,16,1,1,1,1,0,1,25,0.2,5,1.6094379124341003,0.5,0.7310585786300049,0,0,0.6153846153846154
66,3,28,1,1,0,1,1,1,25,0.2,5,1.6094379124341003,0.5,0.7287662521918457,1,1,0.6212121212121212
67,3,29,0,0,1,1,1,1,25,0.2,5,1.6094379124341003,0.5,0.7218177183302296,1,1,0.6268656716417911
68,3,32,1,1,1,1,1,1,25,0.2,5,1.6094379124341003,0.5,0.7364587594782593,1,1,0.6323529411764706
69,3,18,1,0,0,0,1,0,25,0.2,5,1.6094379124341003,0.5,0.2642462455546478,0,1,0.6376811594202898
70,3,6,1,0,1,0,0,0,25,0.2,5,1.6094379124341003,0.5,0.2665131419759837,0,1,0.6428571428571429
71,3,23,0,1,1,0,1,0,25,0.2,5,1.6094379124341003,0.5,0.2815107712620248,1,0,0.6338028169014085
72,3,11,0,1,0,1,0,1,25,0.2,5,1.6094379124341003,0.5,0.7291584603747896,1,1,0.6388888888888888
73,3,10,1,0,0,1,0,1,25,0.2,5,1.6094379124341003,0.5,0.7133820407309059,0,0,0.6301369863013698
74,3,1,0,0,0,0,0,0,25,0.2,5,1.6094379124341003,0.5,0.26995122307876934,0,1,0.6351351351351351
75,3,25,0,0,0,1,1,1,25,0.2,5,1.6094379124341003,0.5,0.7182758341319084,1,1,0.64
76,3,27,0,1,0,1,1,1,25,0.2,5,1.6094379124341003,0.5,0.7352293309547344,0,0,0.631578947368421
77,3,21,0,0,1,0,1,0,25,0.2,5,1.6094379124341003,0.5,0.27346065566034894,0,1,0.6363636363636364
78,3,4,1,1,0,0,0,0,25,0.2,5,1.6094379124341003,0.5,0.2862788044179159,0,1,0.6410256410256411
79,3,15,0,1,1,1,0,1,25,0.2,5,1.6094379124341003,0.5,0.7297864138256414,1,1,0.6455696202531646
80,3,26,1,0,0,1,1,1,25,0.2,5,1.6094379124341003,0.5,0.7167184410279167,0,0,0.6375
81,3,8,1,1,1,0,0,0,25,0.2,5,1.6094379124341003,0.5,0.2786669052519488,1,0,0.6296296296296297
82,3,9,0,0,0,1,0,1,25,0.2,5,1.6094379124341003,0.5,0.7190802062140045,1,1,0.6341463414634146
83,3,17,0,0,0,0,1,0,25,0.2,5,1.6094379124341003,0.5,0.28523625288957516,0,1,0.6385542168674698
84,3,2,1,0,0,0,0,0,25,0.2,5,1.6094379124341003,0.5,0.26904593495200746,0,1,0.6428571428571429
85,3,14,1,0,1,1,0,1,25,0.2,5,1.6094379124341003,0.5,0.7034150582889812,0,0,0.6352941176470588
86,3,7,0,1,1,0,0,0,25,0.2,5,1.6094379124341003,0.5,0.2811847157106975,0,1,0.6395348837209303
87,3,31,0,1,1,1,1,1,25,0.2,5,1.6094379124341003,0.5,0.7208676154420558,1,1,0.6436781609195402
88,3,24,1,1,1,0,1,0,25,0.2,5,1.6094379124341003,0.5,0.28592002124161847,1,0,0.6363636363636364
89,3,30,1,0,1,1,1,1,25,0.2,5,1.6094379124341003,0.5,0.7253516538717549,1,1,0.6404494382022472
90,3,20,1,1,0,0,1,0,25,0.2,5,1.6094379124341003,0.5,0.2822711593764463,1,0,0.6333333333333333
91,3,13,0,0,1,1,0,1,25,0.2,5,1.6094379124341003,0.5,0.7280197777023587,0,0,0.6263736263736264
92,3,22,1,0,1,0,1,0,25,0.2,5,1.6094379124341003,0.5,0.27908282648923083,0,1,0.6304347826086957
93,3,5,0,0,1,0,0,0,25,0.2,5,1.6094379124341003,0.5,0.28322702498048696,0,1,0.6344086021505376
94,3,12,1,1,0,1,0,1,25,0.2,5,1.6094379124341003,0.5,0.7165754527831691,1,1,0.6382978723404256
95,3,3,0,1,0,0,0,0,25,0.2,5,1.6094379124341003,0.5,0.28842929942029166,0,1,0.6421052631578947
96,3,19,0,1,0,0,1,0,25,0.2,5,1.6094379124341003,0.5,0.28475421835865466,0,1,0.6458333333333334
1,1,19,0,1,0,0,1,0,26,0.2,15,2.70805020110221,0.5,0.5,1,0,0
2,1,7,0,1,1,0,0,0,26,0.2,15,2.70805020110221,0.5,0.5,0,1,0.5
3,1,15,0,1,1,1,0,1,26,0.2,15,2.70805020110221,0.5,0.5,1,1,0.6666666666666666
4,1,11,0,1,0,1,0,1,26,0.2,15,2.70805020110221,0.5,0.9525741268224333,1,1,0.75
5,1,22,1,0,1,0,1,0,26,0.2,15,2.70805020110221,0.5,0.025467373680989648,0,1,0.8
6,1,27,0,1,0,1,1,1,26,0.2,15,2.70805020110221,0.5,0.6109848031507716,1,1,0.8333333333333334
7,1,9,0,0,0,1,0,1,26,0.2,15,2.70805020110221,0.5,0.9954004517941495,1,1,0.8571428571428571
8,1,29,0,0,1,1,1,1,26,0.2,15,2.70805020110221,0.5,0.6753463493511632,0,0,0.75
9,1,16,1,1,1,1,0,1,26,0.2,15,2.70805020110221,0.5,0.9237112880131635,1,1,0.7777777777777778
10,1,17,0,0,0,0,1,0,26,0.2,15,2.70805020110221,0.5,0.06734741133902081,0,1,0.8
11,1,21,0,0,1,0,1,0,26,0.2,15,2.70805020110221,0.5,0.24240373880192684,0,1,0.8181818181818182
12,1,30,1,0,1,1,1,1,26,0.2,15,2.70805020110221,0.5,0.45568181988646644,0,0,0.75
13,1,23,0,1,1,0,1,0,26,0.2,15,2.70805020110221,0.5,0.03489980888915515,0,1,0.7692307692307693
14,1,4,1,1,0,0,0,0,26,0.2,15,2.70805020110221,0.5,0.46155271402979453,1,0,0.7142857142857143
15,1,1,0,0,0,0,0,0,26,0.2,15,2.70805020110221,0.5,0.4675810942558084,1,0,0.6666666666666666
16,1,20,1,1,0,0,1,0,26,0.2,15,2.70805020110221,0.5,0.02961425903425187,0,1,0.6875
17,1,13,0,0,1,1,0,1,26,0.2,15,2.70805020110221,0.5,0.9626906862401462,1,1,0.7058823529411765
18,1,12,1,1,0,1,0,1,26,0.2,15,2.70805020110221,0.5,0.6962096356951166,1,1,0.7222222222222222
19,1,14,1,0,1,1,0,1,26,0.2,15,2.70805020110221,0.5,0.9815813603974702,1,1,0.7368421052631579
20,1,10,1,0,0,1,0,1,26,0.2,15,2.70805020110221,0.5,0.9641244425521774,1,1,0.75
21,1,24,1,1,1,0,1,0,26,0.2,15,2.70805020110221,0.5,0.02790749609151628,0,1,0.7619047619047619
22,1,28,1,1,0,1,1,1,26,0.2,15,2.70805020110221,0.5,0.6344461659346508,0,0,0.7272727272727273
23,1,18,1,0,0,0,1,0,26,0.2,15,2.70805020110221,0.5,0.03989475476231576,0,1,0.7391304347826086
24,1,5,0,0,1,0,0,0,26,0.2,15,2.70805020110221,0.5,0.25973655157643255,0,1,0.75
25,1,25,0,0,0,1,1,1,26,0.2,15,2.70805020110221,0.5,0.7291865496193944,1,1,0.76
26,1,6,1,0,1,0,0,0,26,0.2,15,2.70805020110221,0.5,0.32617809879596243,0,1,0.7692307692307693
27,1,32,1,1,1,1,1,1,26,0.2,15,2.70805020110221,0.5,0.7367475764359642,0,0,0.7407407407407407
28,1,8,1,1,1,0,0,0,26,0.2,15,2.70805020110221,0.5,0.21095594240848312,1,0,0.7142857142857143
29,1,26,1,0,0,1,1,1,26,0.2,15,2.70805020110221,0.5,0.7871261110701411,1,1,0.7241379310344828
30,1,2,1,0,0,0,0,0,26,0.2,15,2.70805020110221,0.5,0.21020722781351872,0,1,0.7333333333333333
31,1,31,0,1,1,1,1,1,26,0.2,15,2.70805020110221,0.5,0.7804591296970979,1,1,0.7419354838709677
32,1,3,0,1,0,0,0,0,26,0.2,15,2.70805020110221,0.5,0.20902054145021826,0,1,0.75
33,2,24,1,1,1,0,1,0,26,0.2,15,2.70805020110221,0.5,0.04742587317756678,0,1,0.7575757575757576
34,2,10,1,0,0,1,0,1,26,0.2,15,2.70805020110221,0.5,0.9552346671296137,1,1,0.7647058823529411
35,2,4,1,1,0,0,0,0,26,0.2,15,2.70805020110221,0.5,0.049178790169939514,0,1,0.7714285714285715
36,2,3,0,1,0,0,0,0,26,0.2,15,2.70805020110221,0.5,0.04828817461555818,0,1,0.7777777777777778
37,2,31,0,1,1,1,1,1,26,0.2,15,2.70805020110221,0.5,0.9555957334810391,1,1,0.7837837837837838
38,2,20,1,1,0,0,1,0,26,0.2,15,2.70805020110221,0.5,0.04641781359772184,0,1,0.7894736842105263
39,2,8,1,1,1,0,0,0,26,0.2,15,2.70805020110221,0.5,0.04865463954383523,0,1,0.7948717948717948
40,2,28,1,1,0,1,1,1,26,0.2,15,2.70805020110221,0.5,0.9249381941941018,1,1,0.8
41,2,6,1,0,1,0,0,0,26,0.2,15,2.70805020110221,0.5,0.051964594698484946,0,1,0.8048780487804879
42,2,30,1,0,1,1,1,1,26,0.2,15,2.70805020110221,0.5,0.9556400942824645,1,1,0.8095238095238095
43,2,18,1,0,0,0,1,0,26,0.2,15,2.70805020110221,0.5,0.05546986853046949,0,1,0.813953488372093
44,2,12,1,1,0,1,0,1,26,0.2,15,2.70805020110221,0.5,0.9275501194486233,1,1,0.8181818181818182
45,2,2,1,0,0,0,0,0,26,0.2,15,2.70805020110221,0.5,0.08275943170255515,0,1,0.8222222222222222
46,2,21,0,0,1,0,1,0,26,0.2,15,2.70805020110221,0.5,0.05764977873098702,0,1,0.8260869565217391
47,2,19,0,1,0,0,1,0,26,0.2,15,2.70805020110221,0.5,0.055656952348586725,0,1,0.8297872340425532
48,2,5,0,0,1,0,0,0,26,0.2,15,2.70805020110221,0.5,0.05390930431385485,0,1,0.8333333333333334
49,2,9,0,0,0,1,0,1,26,0.2,15,2.70805020110221,0.5,0.9596324920181536,1,1,0.8367346938775511
50,2,13,0,0,1,1,0,1,26,0.2,15,2.70805020110221,0.5,0.9310443428943876,1,1,0.84
51,2,23,0,1,1,0,1,0,26,0.2,15,2.70805020110221,0.5,0.08635246964946651,0,1,0.8431372549019608
52,2,17,0,0,0,0,1,0,26,0.2,15,2.70805020110221,0.5,0.053223263281307616,0,1,0.8461538461538461
53,2,32,1,1,1,1,1,1,26,0.2,15,2.70805020110221,0.5,0.9357396997612998,1,1,0.8490566037735849
54,2,27,0,1,0,1,1,1,26,0.2,15,2.70805020110221,0.5,0.9297535865745302,1,1,0.8518518518518519
55,2,15,0,1,1,1,0,1,26,0.2,15,2.70805020110221,0.5,0.9558151799468366,0,0,0.8363636363636363
56,2,14,1,0,1,1,0,1,26,0.2,15,2.70805020110221,0.5,0.928392879017727,1,1,0.8392857142857143
57,2,7,0,1,1,0,0,0,26,0.2,15,2.70805020110221,0.5,0.08023170751190664,0,1,0.8421052631578947
58,2,16,1,1,1,1,0,1,26,0.2,15,2.70805020110221,0.5,0.9291711178470556,0,0,0.8275862068965517
59,2,11,0,1,0,1,0,1,26,0.2,15,2.70805020110221,0.5,0.9280626088909099,1,1,0.8305084745762712
60,2,26,1,0,0,1,1,1,26,0.2,15,2.70805020110221,0.5,0.9232892655482202,1,1,0.8333333333333334
61,2,22,1,0,1,0,1,0,26,0.2,15,2.70805020110221,0.5,0.07647933062741025,0,1,0.8360655737704918
62,2,1,0,0,0,0,0,0,26,0.2,15,2.70805020110221,0.5,0.07882141449501191,0,1,0.8387096774193549
63,2,25,0,0,0,1,1,1,26,0.2,15,2.70805020110221,0.5,0.9240425467832057,1,1,0.8412698412698413
64,2,29,0,0,1,1,1,1,26,0.2,15,2.70805020110221,0.5,0.9242298092990192,1,1,0.84375
65,3,16,1,1,1,1,0,1,26,0.2,15,2.70805020110221,0.5,0.9525741268224333,1,1,0.8461538461538461
66,3,28,1,1,0,1,1,1,26,0.2,15,2.70805020110221,0.5,0.9512118007408419,1,1,0.8484848484848485
67,3,29,0,0,1,1,1,1,26,0.2,15,2.70805020110221,0.5,0.9497637783016244,1,1,0.8507462686567164
68,3,32,1,1,1,1,1,1,26,0.2,15,2.70805020110221,0.5,0.9503363589110164,1,1,0.8529411764705882
69,3,18,1,0,0,0,1,0,26,0.2,15,2.70805020110221,0.5,0.04329549248436801,0,1,0.855072463768116
