trial_within_subject,block,stimulus_id,feature1,feature2,feature3,feature4,feature5,danger_feedback,agent_id,w1_true,w2_true,c_true,log_c_true,bias_true,prob_dan1,sim_response,correct,performance
22,1,28,1,1,0,1,1,1,15,0.2,0.2,2,0.6931471805599453,0.5,0.5394240312225496,0,0,0.5454545454545454
23,1,18,1,0,0,0,1,0,15,0.2,0.2,2,0.6931471805599453,0.5,0.386232620540905,0,1,0.5652173913043478
24,1,5,0,0,1,0,0,0,15,0.2,0.2,2,0.6931471805599453,0.5,0.44754114714694565,1,0,0.5416666666666666
25,1,25,0,0,0,1,1,1,15,0.2,0.2,2,0.6931471805599453,0.5,0.5562680650185962,1,1,0.56
26,1,6,1,0,1,0,0,0,15,0.2,0.2,2,0.6931471805599453,0.5,0.44204934152185105,0,1,0.5769230769230769
27,1,32,1,1,1,1,1,1,15,0.2,0.2,2,0.6931471805599453,0.5,0.564796764137123,0,0,0.5555555555555556
28,1,8,1,1,1,0,0,0,15,0.2,0.2,2,0.6931471805599453,0.5,0.42656259399629454,1,0,0.5357142857142857
29,1,26,1,0,0,1,1,1,15,0.2,0.2,2,0.6931471805599453,0.5,0.5867135558800348,1,1,0.5517241379310345
30,1,2,1,0,0,0,0,0,15,0.2,0.2,2,0.6931471805599453,0.5,0.428190377754674,0,1,0.5666666666666667
31,1,31,0,1,1,1,1,1,15,0.2,0.2,2,0.6931471805599453,0.5,0.579800269014569,0,0,0.5483870967741935
32,1,3,0,1,0,0,0,0,15,0.2,0.2,2,0.6931471805599453,0.5,0.4189625445205422,0,1,0.5625
33,2,24,1,1,1,0,1,0,15,0.2,0.2,2,0.6931471805599453,0.5,0.401312339887548,0,1,0.5757575757575758
34,2,10,1,0,0,1,0,1,15,0.2,0.2,2,0.6931471805599453,0.5,0.6041196140599273,1,1,0.5882352941176471
35,2,4,1,1,0,0,0,0,15,0.2,0.2,2,0.6931471805599453,0.5,0.40769251862218964,1,0,0.5714285714285714
36,2,3,0,1,0,0,0,0,15,0.2,0.2,2,0.6931471805599453,0.5,0.40027116270285285,0,1,0.5833333333333334
37,2,31,0,1,1,1,1,1,15,0.2,0.2,2,0.6931471805599453,0.5,0.5912588163283012,0,0,0.5675675675675675
38,2,20,1,1,0,0,1,0,15,0.2,0.2,2,0.6931471805599453,0.5,0.3908707056300543,0,1,0.5789473684210527
39,2,8,1,1,1,0,0,0,15,0.2,0.2,2,0.6931471805599453,0.5,0.39216397493460997,0,1,0.5897435897435898
40,2,28,1,1,0,1,1,1,15,0.2,0.2,2,0.6931471805599453,0.5,0.578218779286229,0,0,0.575
41,2,6,1,0,1,0,0,0,15,0.2,0.2,2,0.6931471805599453,0.5,0.40262889441796496,0,1,0.5853658536585366
42,2,30,1,0,1,1,1,1,15,0.2,0.2,2,0.6931471805599453,0.5,0.599768446484299,1,1,0.5952380952380952
43,2,18,1,0,0,0,1,0,15,0.2,0.2,2,0.6931471805599453,0.5,0.41707496360073676,0,1,0.6046511627906976
44,2,12,1,1,0,1,0,1,15,0.2,0.2,2,0.6931471805599453,0.5,0.5788173546597798,0,0,0.5909090909090909
45,2,2,1,0,0,0,0,0,15,0.2,0.2,2,0.6931471805599453,0.5,0.4037368279965556,0,1,0.6
46,2,21,0,0,1,0,1,0,15,0.2,0.2,2,0.6931471805599453,0.5,0.4191978313323985,1,0,0.5869565217391305
47,2,19,0,1,0,0,1,0,15,0.2,0.2,2,0.6931471805599453,0.5,0.4091671105630412,0,1,0.5957446808510638
48,2,5,0,0,1,0,0,0,15,0.2,0.2,2,0.6931471805599453,0.5,0.40231839285178855,1,0,0.5833333333333334
49,2,9,0,0,0,1,0,1,15,0.2,0.2,2,0.6931471805599453,0.5,0.5942128443708983,1,1,0.5918367346938775
50,2,13,0,0,1,1,0,1,15,0.2,0.2,2,0.6931471805599453,0.5,0.594316669145973,1,1,0.6
51,2,23,0,1,1,0,1,0,15,0.2,0.2,2,0.6931471805599453,0.5,0.40395840657715754,0,1,0.6078431372549019
52,2,17,0,0,0,0,1,0,15,0.2,0.2,2,0.6931471805599453,0.5,0.40578946094215956,1,0,0.5961538461538461
53,2,32,1,1,1,1,1,1,15,0.2,0.2,2,0.6931471805599453,0.5,0.5932937709793665,1,1,0.6037735849056604
54,2,27,0,1,0,1,1,1,15,0.2,0.2,2,0.6931471805599453,0.5,0.5880127487657529,1,1,0.6111111111111112
55,2,15,0,1,1,1,0,1,15,0.2,0.2,2,0.6931471805599453,0.5,0.5969449224396961,0,0,0.6
56,2,14,1,0,1,1,0,1,15,0.2,0.2,2,0.6931471805599453,0.5,0.5957133478987566,1,1,0.6071428571428571
57,2,7,0,1,1,0,0,0,15,0.2,0.2,2,0.6931471805599453,0.5,0.4088799270479733,1,0,0.5964912280701754
58,2,16,1,1,1,1,0,1,15,0.2,0.2,2,0.6931471805599453,0.5,0.5983025020607612,0,0,0.5862068965517241
59,2,11,0,1,0,1,0,1,15,0.2,0.2,2,0.6931471805599453,0.5,0.5951571388711814,0,0,0.576271186440678
60,2,26,1,0,0,1,1,1,15,0.2,0.2,2,0.6931471805599453,0.5,0.5895673243447823,1,1,0.5833333333333334
61,2,22,1,0,1,0,1,0,15,0.2,0.2,2,0.6931471805599453,0.5,0.4043541568615139,1,0,0.5737704918032787
62,2,1,0,0,0,0,0,0,15,0.2,0.2,2,0.6931471805599453,0.5,0.4072230035840712,0,1,0.5806451612903226
63,2,25,0,0,0,1,1,1,15,0.2,0.2,2,0.6931471805599453,0.5,0.5868701874918341,0,0,0.5714285714285714
64,2,29,0,0,1,1,1,1,15,0.2,0.2,2,0.6931471805599453,0.5,0.5903368028288719,1,1,0.578125
65,3,16,1,1,1,1,0,1,15,0.2,0.2,2,0.6931471805599453,0.5,0.598687660112452,0,0,0.5692307692307692
66,3,28,1,1,0,1,1,1,15,0.2,0.2,2,0.6931471805599453,0.5,0.5981306744282292,1,1,0.5757575757575758
67,3,29,0,0,1,1,1,1,15,0.2,0.2,2,0.6931471805599453,0.5,0.5932313580968956,1,1,0.582089552238806
68,3,32,1,1,1,1,1,1,15,0.2,0.2,2,0.6931471805599453,0.5,0.603297303510344,1,1,0.5882352941176471
69,3,18,1,0,0,0,1,0,15,0.2,0.2,2,0.6931471805599453,0.5,0.40027054774626264,0,1,0.5942028985507246
70,3,6,1,0,1,0,0,0,15,0.2,0.2,2,0.6931471805599453,0.5,0.4008270555694488,0,1,0.6
71,3,23,0,1,1,0,1,0,15,0.2,0.2,2,0.6931471805599453,0.5,0.410782645289764,1,0,0.5915492957746479
72,3,11,0,1,0,1,0,1,15,0.2,0.2,2,0.6931471805599453,0.5,0.5983287145632026,1,1,0.5972222222222222
73,3,10,1,0,0,1,0,1,15,0.2,0.2,2,0.6931471805599453,0.5,0.5909722947391027,0,0,0.589041095890411
74,3,1,0,0,0,0,0,0,15,0.2,0.2,2,0.6931471805599453,0.5,0.4007465522276082,0,1,0.5945945945945946
75,3,25,0,0,0,1,1,1,15,0.2,0.2,2,0.6931471805599453,0.5,0.5914599843449416,1,1,0.6
76,3,27,0,1,0,1,1,1,15,0.2,0.2,2,0.6931471805599453,0.5,0.6024413874738987,0,0,0.5921052631578947
77,3,21,0,0,1,0,1,0,15,0.2,0.2,2,0.6931471805599453,0.5,0.3988607782120293,0,1,0.5974025974025974
78,3,4,1,1,0,0,0,0,15,0.2,0.2,2,0.6931471805599453,0.5,0.4115898441324964,0,1,0.6025641025641025
79,3,15,0,1,1,1,0,1,15,0.2,0.2,2,0.6931471805599453,0.5,0.5982217321456849,1,1,0.6075949367088608
80,3,26,1,0,0,1,1,1,15,0.2,0.2,2,0.6931471805599453,0.5,0.5937491891128203,0,0,0.6
81,3,8,1,1,1,0,0,0,15,0.2,0.2,2,0.6931471805599453,0.5,0.40342728993682325,1,0,0.5925925925925926
82,3,9,0,0,0,1,0,1,15,0.2,0.2,2,0.6931471805599453,0.5,0.5957709338572097,1,1,0.5975609756097561
83,3,17,0,0,0,0,1,0,15,0.2,0.2,2,0.6931471805599453,0.5,0.40859850010283505,0,1,0.6024096385542169
84,3,2,1,0,0,0,0,0,15,0.2,0.2,2,0.6931471805599453,0.5,0.39886719819468636,0,1,0.6071428571428571
85,3,14,1,0,1,1,0,1,15,0.2,0.2,2,0.6931471805599453,0.5,0.5866239543896183,0,0,0.6
86,3,7,0,1,1,0,0,0,15,0.2,0.2,2,0.6931471805599453,0.5,0.4049954683257788,0,1,0.6046511627906976
87,3,31,0,1,1,1,1,1,15,0.2,0.2,2,0.6931471805599453,0.5,0.5984099600280114,1,1,0.6091954022988506
88,3,24,1,1,1,0,1,0,15,0.2,0.2,2,0.6931471805599453,0.5,0.4073826634859951,1,0,0.6022727272727273
89,3,30,1,0,1,1,1,1,15,0.2,0.2,2,0.6931471805599453,0.5,0.5951143715749748,1,1,0.6067415730337079
90,3,20,1,1,0,0,1,0,15,0.2,0.2,2,0.6931471805599453,0.5,0.40632024461042615,1,0,0.6
91,3,13,0,0,1,1,0,1,15,0.2,0.2,2,0.6931471805599453,0.5,0.598004250921403,0,0,0.5934065934065934
92,3,22,1,0,1,0,1,0,15,0.2,0.2,2,0.6931471805599453,0.5,0.403325497451458,0,1,0.5978260869565217
93,3,5,0,0,1,0,0,0,15,0.2,0.2,2,0.6931471805599453,0.5,0.4064777685113368,0,1,0.6021505376344086
94,3,12,1,1,0,1,0,1,15,0.2,0.2,2,0.6931471805599453,0.5,0.5948040315760112,1,1,0.6063829787234043
95,3,3,0,1,0,0,0,0,15,0.2,0.2,2,0.6931471805599453,0.5,0.4089412484641441,0,1,0.6105263157894737
96,3,19,0,1,0,0,1,0,15,0.2,0.2,2,0.6931471805599453,0.5,0.4067816085422675,0,1,0.6145833333333334
1,1,19,0,1,0,0,1,0,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5,1,0,0
2,1,7,0,1,1,0,0,0,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5,0,1,0.5
3,1,15,0,1,1,1,0,1,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5,1,1,0.6666666666666666
4,1,11,0,1,0,1,0,1,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5186632083079558,0,0,0.5
5,1,22,1,0,1,0,1,0,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.46902397377498367,0,1,0.6
6,1,27,0,1,0,1,1,1,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5064381609184936,0,0,0.5
7,1,9,0,0,0,1,0,1,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.525398023841125,0,0,0.42857142857142855
8,1,29,0,0,1,1,1,1,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.48647677559342023,1,1,0.5
9,1,16,1,1,1,1,0,1,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5089900797261898,0,0,0.4444444444444444
10,1,17,0,0,0,0,1,0,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.48177476639182276,0,1,0.5
11,1,21,0,0,1,0,1,0,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.4675031756011704,1,0,0.45454545454545453
12,1,30,1,0,1,1,1,1,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.4816672842754816,0,0,0.4166666666666667
13,1,23,0,1,1,0,1,0,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.478890470983175,1,0,0.38461538461538464
14,1,4,1,1,0,0,0,0,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5101502613355233,0,1,0.42857142857142855
15,1,1,0,0,0,0,0,0,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.49891507960270703,1,0,0.4
16,1,20,1,1,0,0,1,0,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.48143690618721574,0,1,0.4375
17,1,13,0,0,1,1,0,1,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5240343847371631,1,1,0.47058823529411764
18,1,12,1,1,0,1,0,1,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5156748420028332,1,1,0.5
19,1,14,1,0,1,1,0,1,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5278400790967629,0,0,0.47368421052631576
20,1,10,1,0,0,1,0,1,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5247855385933573,0,0,0.45
21,1,24,1,1,1,0,1,0,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.47273119185279494,1,0,0.42857142857142855
22,1,28,1,1,0,1,1,1,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.49052116901574744,1,1,0.45454545454545453
23,1,18,1,0,0,0,1,0,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.47867615390207174,0,1,0.4782608695652174
24,1,5,0,0,1,0,0,0,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5051578770102821,0,1,0.5
25,1,25,0,0,0,1,1,1,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.4987119131391369,0,0,0.48
26,1,6,1,0,1,0,0,0,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.49957506382561806,0,1,0.5
27,1,32,1,1,1,1,1,1,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5014495331470464,0,0,0.48148148148148145
28,1,8,1,1,1,0,0,0,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.49561926750807533,1,0,0.4642857142857143
29,1,26,1,0,0,1,1,1,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5085887223417244,1,1,0.4827586206896552
30,1,2,1,0,0,0,0,0,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.495640654128553,0,1,0.5
31,1,31,0,1,1,1,1,1,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5078827984815713,0,0,0.4838709677419355
32,1,3,0,1,0,0,0,0,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.491590075248967,0,1,0.5
33,2,24,1,1,1,0,1,0,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.48750260351578967,0,1,0.5151515151515151
34,2,10,1,0,0,1,0,1,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5149568791653699,1,1,0.5294117647058824
35,2,4,1,1,0,0,0,0,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.4889977370525613,1,0,0.5142857142857142
36,2,3,0,1,0,0,0,0,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.48632976146114165,0,1,0.5277777777777778
37,2,31,0,1,1,1,1,1,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.508485800531719,0,0,0.5135135135135135
38,2,20,1,1,0,0,1,0,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.48459418225403234,0,1,0.5263157894736842
39,2,8,1,1,1,0,0,0,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.4844103614375729,0,1,0.5384615384615384
40,2,28,1,1,0,1,1,1,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5073706518326501,0,0,0.525
41,2,6,1,0,1,0,0,0,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.4887432274011998,0,1,0.5365853658536586
42,2,30,1,0,1,1,1,1,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5158367771123435,1,1,0.5476190476190477
43,2,18,1,0,0,0,1,0,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.49397340882358903,1,0,0.5348837209302325
44,2,12,1,1,0,1,0,1,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.506028767817935,0,0,0.5227272727272727
45,2,2,1,0,0,0,0,0,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.4873844412601225,0,1,0.5333333333333333
46,2,21,0,0,1,0,1,0,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.49195026973858613,1,0,0.5217391304347826
47,2,19,0,1,0,0,1,0,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.4897887202728254,0,1,0.5319148936170213
48,2,5,0,0,1,0,0,0,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.48753406661926185,1,0,0.5208333333333334
49,2,9,0,0,0,1,0,1,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5108209223578019,1,1,0.5306122448979592
50,2,13,0,0,1,1,0,1,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5117189035447769,1,1,0.54
51,2,23,0,1,1,0,1,0,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.48655673319891524,0,1,0.5490196078431373
52,2,17,0,0,0,0,1,0,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.48932997923524774,1,0,0.5384615384615384
53,2,32,1,1,1,1,1,1,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5098245165614338,1,1,0.5471698113207547
54,2,27,0,1,0,1,1,1,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5103257145117436,1,1,0.5555555555555556
55,2,15,0,1,1,1,0,1,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5120890321051613,0,0,0.5454545454545454
56,2,14,1,0,1,1,0,1,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5124963527360857,1,1,0.5535714285714286
57,2,7,0,1,1,0,0,0,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.4895980957315516,1,0,0.543859649122807
58,2,16,1,1,1,1,0,1,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5128839092788261,0,0,0.5344827586206896
59,2,11,0,1,0,1,0,1,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5124797253739655,0,0,0.5254237288135594
60,2,26,1,0,0,1,1,1,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5093784882537378,1,1,0.5333333333333333
61,2,22,1,0,1,0,1,0,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.48676104270552656,1,0,0.5245901639344263
62,2,1,0,0,0,0,0,0,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.48915098518904865,1,0,0.5161290322580645
63,2,25,0,0,0,1,1,1,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5094098761388027,0,0,0.5079365079365079
64,2,29,0,0,1,1,1,1,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5105281096508991,1,1,0.515625
65,3,16,1,1,1,1,0,1,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5124973964842103,0,0,0.5076923076923077
66,3,28,1,1,0,1,1,1,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5122575089809445,1,1,0.5151515151515151
67,3,29,0,0,1,1,1,1,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5110032208443915,1,1,0.5223880597014925
68,3,32,1,1,1,1,1,1,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5140144847662604,1,1,0.5294117647058824
69,3,18,1,0,0,0,1,0,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.48710061082645695,1,0,0.5217391304347826
70,3,6,1,0,1,0,0,0,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.4866484783392989,1,0,0.5142857142857142
71,3,23,0,1,1,0,1,0,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.49135306022708847,1,0,0.5070422535211268
72,3,11,0,1,0,1,0,1,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5130820774197166,1,1,0.5138888888888888
73,3,10,1,0,0,1,0,1,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5102896867637379,0,0,0.5068493150684932
74,3,1,0,0,0,0,0,0,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.48681922860874094,0,1,0.5135135135135135
75,3,25,0,0,0,1,1,1,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5101664852264521,1,1,0.52
76,3,27,0,1,0,1,1,1,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5145076965664758,0,0,0.5131578947368421
77,3,21,0,0,1,0,1,0,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.48604091199112237,1,0,0.5064935064935064
78,3,4,1,1,0,0,0,0,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.4907182880194197,0,1,0.5128205128205128
79,3,15,0,1,1,1,0,1,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5128651116542128,1,1,0.5189873417721519
80,3,26,1,0,0,1,1,1,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5108448108154697,0,0,0.5125
81,3,8,1,1,1,0,0,0,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.48809403311706034,1,0,0.5061728395061729
82,3,9,0,0,0,1,0,1,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5107750895409688,0,0,0.5
83,3,17,0,0,0,0,1,0,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.4890463498536655,0,1,0.5060240963855421
84,3,2,1,0,0,0,0,0,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.4864238624437619,0,1,0.5119047619047619
85,3,14,1,0,1,1,0,1,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5089255519347737,0,0,0.5058823529411764
86,3,7,0,1,1,0,0,0,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.48836739076995633,0,1,0.5116279069767442
87,3,31,0,1,1,1,1,1,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5136118806244193,1,1,0.5172413793103449
88,3,24,1,1,1,0,1,0,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.4898032167207671,1,0,0.5113636363636364
89,3,30,1,0,1,1,1,1,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5116429048637264,1,1,0.5168539325842697
90,3,20,1,1,0,0,1,0,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.4894410168918672,1,0,0.5111111111111111
91,3,13,0,0,1,1,0,1,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5119611723995942,0,0,0.5054945054945055
92,3,22,1,0,1,0,1,0,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.4882458956409131,0,1,0.5108695652173914
93,3,5,0,0,1,0,0,0,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.4881724244826021,0,1,0.5161290322580645
94,3,12,1,1,0,1,0,1,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5122928309586781,1,1,0.5212765957446809
95,3,3,0,1,0,0,0,0,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.4892114866640106,1,0,0.5157894736842106
96,3,19,0,1,0,0,1,0,16,0.1,0.3,0.5,-0.6931471805599453,0.5,0.48879971109709175,0,1,0.5208333333333334
1,1,19,0,1,0,0,1,0,17,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5,1,0,0
2,1,7,0,1,1,0,0,0,17,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5,0,1,0.5
3,1,15,0,1,1,1,0,1,17,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5,1,1,0.6666666666666666
4,1,11,0,1,0,1,0,1,17,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5186632083079558,0,0,0.5
5,1,22,1,0,1,0,1,0,17,0.1,0.3,0.5,-0.6931471805599453,0.5,0.46902397377498367,0,1,0.6
6,1,27,0,1,0,1,1,1,17,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5064381609184936,0,0,0.5
7,1,9,0,0,0,1,0,1,17,0.1,0.3,0.5,-0.6931471805599453,0.5,0.525398023841125,0,0,0.42857142857142855
8,1,29,0,0,1,1,1,1,17,0.1,0.3,0.5,-0.6931471805599453,0.5,0.48647677559342023,1,1,0.5
9,1,16,1,1,1,1,0,1,17,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5089900797261898,0,0,0.4444444444444444
10,1,17,0,0,0,0,1,0,17,0.1,0.3,0.5,-0.6931471805599453,0.5,0.48177476639182276,0,1,0.5
11,1,21,0,0,1,0,1,0,17,0.1,0.3,0.5,-0.6931471805599453,0.5,0.4675031756011704,1,0,0.45454545454545453
12,1,30,1,0,1,1,1,1,17,0.1,0.3,0.5,-0.6931471805599453,0.5,0.4816672842754816,0,0,0.4166666666666667
13,1,23,0,1,1,0,1,0,17,0.1,0.3,0.5,-0.6931471805599453,0.5,0.478890470983175,1,0,0.38461538461538464
14,1,4,1,1,0,0,0,0,17,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5101502613355233,0,1,0.42857142857142855
15,1,1,0,0,0,0,0,0,17,0.1,0.3,0.5,-0.6931471805599453,0.5,0.49891507960270703,1,0,0.4
16,1,20,1,1,0,0,1,0,17,0.1,0.3,0.5,-0.6931471805599453,0.5,0.48143690618721574,0,1,0.4375
17,1,13,0,0,1,1,0,1,17,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5240343847371631,1,1,0.47058823529411764
18,1,12,1,1,0,1,0,1,17,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5156748420028332,1,1,0.5
19,1,14,1,0,1,1,0,1,17,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5278400790967629,0,0,0.47368421052631576
20,1,10,1,0,0,1,0,1,17,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5247855385933573,0,0,0.45
21,1,24,1,1,1,0,1,0,17,0.1,0.3,0.5,-0.6931471805599453,0.5,0.47273119185279494,1,0,0.42857142857142855
22,1,28,1,1,0,1,1,1,17,0.1,0.3,0.5,-0.6931471805599453,0.5,0.49052116901574744,1,1,0.45454545454545453
23,1,18,1,0,0,0,1,0,17,0.1,0.3,0.5,-0.6931471805599453,0.5,0.47867615390207174,0,1,0.4782608695652174
24,1,5,0,0,1,0,0,0,17,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5051578770102821,0,1,0.5
25,1,25,0,0,0,1,1,1,17,0.1,0.3,0.5,-0.6931471805599453,0.5,0.4987119131391369,0,0,0.48
26,1,6,1,0,1,0,0,0,17,0.1,0.3,0.5,-0.6931471805599453,0.5,0.49957506382561806,0,1,0.5
27,1,32,1,1,1,1,1,1,17,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5014495331470464,0,0,0.48148148148148145
28,1,8,1,1,1,0,0,0,17,0.1,0.3,0.5,-0.6931471805599453,0.5,0.49561926750807533,1,0,0.4642857142857143
29,1,26,1,0,0,1,1,1,17,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5085887223417244,1,1,0.4827586206896552
30,1,2,1,0,0,0,0,0,17,0.1,0.3,0.5,-0.6931471805599453,0.5,0.495640654128553,0,1,0.5
31,1,31,0,1,1,1,1,1,17,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5078827984815713,0,0,0.4838709677419355
32,1,3,0,1,0,0,0,0,17,0.1,0.3,0.5,-0.6931471805599453,0.5,0.491590075248967,0,1,0.5
33,2,24,1,1,1,0,1,0,17,0.1,0.3,0.5,-0.6931471805599453,0.5,0.48750260351578967,0,1,0.5151515151515151
34,2,10,1,0,0,1,0,1,17,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5149568791653699,1,1,0.5294117647058824
35,2,4,1,1,0,0,0,0,17,0.1,0.3,0.5,-0.6931471805599453,0.5,0.4889977370525613,1,0,0.5142857142857142
36,2,3,0,1,0,0,0,0,17,0.1,0.3,0.5,-0.6931471805599453,0.5,0.48632976146114165,0,1,0.5277777777777778
37,2,31,0,1,1,1,1,1,17,0.1,0.3,0.5,-0.6931471805599453,0.5,0.508485800531719,0,0,0.5135135135135135
38,2,20,1,1,0,0,1,0,17,0.1,0.3,0.5,-0.6931471805599453,0.5,0.48459418225403234,0,1,0.5263157894736842
39,2,8,1,1,1,0,0,0,17,0.1,0.3,0.5,-0.6931471805599453,0.5,0.4844103614375729,0,1,0.5384615384615384
40,2,28,1,1,0,1,1,1,17,0.1,0.3,0.5,-0.6931471805599453,0.5,0.5073706518326501,0,0,0.525
41,2,6,1,0,1,0,0,0,17,0.1,0.3,0.5,-0.6931471805599453,0.5,0.4887432274011998,0,1,0.5365853658536586
